Year,Brand,Body,Engine Type,Model,Registration,sid
1986,Audi,sedan,*,100,*,12716
2011,Volkswagen,other,*,Passat B6,*,12717
2006,Mercedes-Benz,van,*,Viano,*,12718
2007,Renault,vagon,*,Megane,*,12719
1994,Mercedes-Benz,sedan,*,E-Class,*,12720
2009,Mercedes-Benz,sedan,*,S 550,*,12721
2000,Volkswagen,van,*,Sharan,*,12722
2007,Mitsubishi,crossover,*,Pajero Sport,*,12724
2005,Mercedes-Benz,crossover,*,ML 350,*,12725
2000,BMW,sedan,*,530,*,12726
1999,Mercedes-Benz,van,*,Vito,*,12727
2010,Volkswagen,vagon,*,Golf VI,*,12728
2002,BMW,sedan,*,318,*,12729
2012,BMW,crossover,*,X5,*,12730
2012,Toyota,hatch,*,Prius,*,12731
2013,Mercedes-Benz,van,*,B 180,*,12732
2011,Volkswagen,sedan,*,Polo,*,12733
2012,Volkswagen,van,*,T5 (Transporter) ,*,12734
2016,Renault,sedan,*,Fluence,*,12735
2003,Toyota,sedan,*,Camry,*,12736
1988,Audi,sedan,*,90,*,12737
1999,Volkswagen,van,*,T4 (Transporter),*,12738
2013,Toyota,crossover,*,Land Cruiser Prado,*,12739
2011,Renault,crossover,*,Duster,*,12740
2008,Volkswagen,crossover,*,Tiguan,*,12741
1992,Mercedes-Benz,sedan,*,E-Class,*,12742
2010,Volkswagen,other,*,T5 (Transporter),*,12743
2013,BMW,sedan,*,730,*,12744
1985,Mercedes-Benz,sedan,*,190,*,12745
1997,BMW,sedan,*,523,*,12746
2001,Mercedes-Benz,sedan,*,E-Class,*,12747
2002,Toyota,van,*,Hiace,*,12748
2002,BMW,sedan,*,745,*,12749
1997,Mercedes-Benz,sedan,*,S 320,*,12750
2009,Mercedes-Benz,other,*,CLC 200,*,12751
2006,Renault,vagon,*,Megane,*,12752
2004,Renault,vagon,*,Kangoo,*,12753
2010,Audi,vagon,*,Q7,*,12754
1996,Audi,sedan,*,A4,*,12755
2008,Audi,vagon,*,A4,*,12756
2013,Volkswagen,crossover,*,Touareg,*,12757
2016,Toyota,crossover,*,Rav 4,*,12758
1994,BMW,sedan,*,325,*,12759
2005,Mercedes-Benz,other,*,Sprinter 316,*,12760
2010,Volkswagen,sedan,*,Passat B6,*,12761
2004,Renault,other,*,Scenic,*,12762
1995,Volkswagen,van,*,T4 (Transporter),*,12763
2006,Audi,vagon,*,A6 Allroad,*,12765
2010,Renault,van,*,Kangoo,*,12766
2015,Mercedes-Benz,sedan,*,E-Class,*,12767
2004,Volkswagen,crossover,*,Touareg,*,12769
2007,Volkswagen,hatch,*,Golf V,*,12770
2002,Volkswagen,hatch,*,Polo,*,12771
2012,Mercedes-Benz,sedan,*,C-Class,*,12772
2011,Toyota,crossover,*,Venza,*,12773
2006,Toyota,crossover,*,Fortuner,*,12774
2010,Audi,sedan,*,A6,*,12775
2006,Volkswagen,other,*,LT,*,12776
2008,Toyota,sedan,*,Corolla,*,12777
2011,Mitsubishi,crossover,*,Pajero Sport,*,12778
2009,Mitsubishi,sedan,*,Lancer X,*,12779
2005,Audi,vagon,*,A6 Allroad,*,12780
2013,BMW,sedan,*,520,*,12781
2006,BMW,crossover,*,X5,*,12782
2013,Toyota,hatch,*,Auris,*,12783
2013,Mercedes-Benz,sedan,*,S 500,*,12784
2002,Mercedes-Benz,sedan,*,E-Class,*,12785
2001,BMW,sedan,*,530,*,12786
2015,Mercedes-Benz,sedan,*,S 350,*,12787
2008,Volkswagen,vagon,*,Passat B6,*,12788
2008,Mitsubishi,other,*,L 200,*,12789
2013,Volkswagen,other,*,Passat B7,*,12790
2003,Mercedes-Benz,sedan,*,E-Class,*,12791
2000,Toyota,sedan,*,Corolla,*,12792
1996,BMW,sedan,*,525,*,12794
2004,Volkswagen,van,*,T5 (Transporter) ,*,12795
2007,Volkswagen,vagon,*,Passat B6,*,12796
2004,Audi,vagon,*,A6,*,12797
1996,Mercedes-Benz,vagon,*,E-Class,*,12798
2009,BMW,crossover,*,X5,*,12799
2012,Renault,sedan,*,Symbol,*,12800
2010,Mitsubishi,sedan,*,Lancer X,*,12801
2009,Mercedes-Benz,van,*,Vito,*,12802
2001,BMW,sedan,*,320,*,12803
2000,Volkswagen,vagon,*,Passat B5,*,12804
2011,Audi,sedan,*,A7,*,12805
1993,Mitsubishi,hatch,*,Galant,*,12806
2016,Renault,crossover,*,Duster,*,12807
2007,Mitsubishi,sedan,*,Colt,*,12808
1996,BMW,sedan,*,535,*,12809
2016,Volkswagen,van,*,Caddy,*,12810
2007,Toyota,crossover,*,Land Cruiser Prado,*,12811
2015,BMW,sedan,*,640,*,12812
2007,Toyota,hatch,*,Yaris,*,12813
1999,Mercedes-Benz,other,*,CLK 200,*,12814
2012,Mercedes-Benz,other,*,Vito,*,12815
2007,BMW,crossover,*,X3,*,12816
1998,Mercedes-Benz,sedan,*,E-Class,*,12817
2001,Mercedes-Benz,van,*,Vito,*,12819
2005,Toyota,vagon,*,Corolla,*,12820
2000,Volkswagen,sedan,*,T4 (Transporter) ,*,12821
2008,Renault,vagon,*,Megane,*,12822
2012,Mercedes-Benz,other,*,Sprinter 313,*,12823
2000,Volkswagen,other,*,Caddy,*,12824
2003,Volkswagen,van,*,T4 (Transporter),*,12825
2006,Mercedes-Benz,sedan,*,C-Class,*,12826
1986,Mercedes-Benz,sedan,*,E-Class,*,12827
1997,Mercedes-Benz,sedan,*,S 600,*,12828
2012,Mitsubishi,crossover,*,Pajero Wagon,*,12829
1998,Volkswagen,hatch,*,Polo,*,12830
2016,Mercedes-Benz,crossover,*,GLC-Class,*,12831
2014,Toyota,crossover,*,Land Cruiser 200,*,12832
2000,Volkswagen,hatch,*,Golf IV,*,12833
2013,Renault,vagon,*,Logan,*,12834
2006,Mercedes-Benz,other,*,C-Class,*,12835
2008,Mitsubishi,sedan,*,Lancer,*,12836
2003,Renault,vagon,*,Laguna,*,12837
1998,BMW,other,*,Z3,*,12838
2011,Toyota,crossover,*,Highlander,*,12839
2003,BMW,sedan,*,735,*,12840
2011,BMW,other,*,X5,*,12841
1998,Volkswagen,vagon,*,Golf III,*,12843
2013,Volkswagen,van,*,T5 (Transporter) ,*,12845
2005,Renault,van,*,Espace,*,12846
2011,Toyota,sedan,*,Camry,*,12847
1989,Volkswagen,hatch,*,Golf II,*,12848
2010,BMW,sedan,*,523,*,12849
2008,Volkswagen,vagon,*,Golf Variant,*,12850
2000,Audi,sedan,*,A6,*,12851
2008,BMW,other,*,630,*,12852
2012,BMW,other,*,X6,*,12853
2011,Volkswagen,van,*,Touran,*,12854
2016,Toyota,sedan,*,Camry,*,12856
2004,Volkswagen,vagon,*,Passat B5,*,12857
2007,Mercedes-Benz,sedan,*,S 500,*,12858
2004,Toyota,crossover,*,Land Cruiser 100,*,12859
2010,Audi,crossover,*,Q5,*,12860
2007,Toyota,sedan,*,Camry,*,12861
2015,Toyota,crossover,*,Highlander,*,12862
2004,Renault,other,*,Master,*,12863
2001,BMW,sedan,*,520,*,12864
2004,Mercedes-Benz,van,*,Sprinter 211,*,12865
2011,Toyota,crossover,*,Land Cruiser Prado,*,12866
2003,Volkswagen,sedan,*,Passat B5,*,12867
2005,Toyota,other,*,Tacoma,*,12868
2010,Audi,vagon,*,A4,*,12869
2003,Audi,sedan,*,A4,*,12870
1994,Volkswagen,hatch,*,Golf III,*,12871
2002,Renault,van,*,Espace,*,12872
2010,Toyota,sedan,*,Camry,*,12873
2013,BMW,crossover,*,X6,*,12874
2016,Volkswagen,van,*,Touran,*,12875
2012,Audi,sedan,*,A8,*,12878
1996,BMW,sedan,*,328,*,12879
2013,Audi,vagon,*,Q3,*,12880
1998,BMW,sedan,*,320,*,12881
2002,Audi,vagon,*,A4,*,12882
2014,Mercedes-Benz,sedan,*,C-Class,*,12883
2004,Volkswagen,sedan,*,Phaeton,*,12884
2003,BMW,crossover,*,X5,*,12885
1997,BMW,sedan,*,525,*,12886
2013,Renault,other,*,Master,*,12887
2015,Toyota,crossover,*,Land Cruiser 200,*,12888
2016,Audi,crossover,*,A6 Allroad,*,12889
2008,BMW,other,*,523,*,12890
2001,Mercedes-Benz,other,*,CLK 220,*,12891
2008,Mercedes-Benz,van,*,Sprinter 318,*,12892
2005,Renault,vagon,*,Grand Scenic,*,12893
2005,Volkswagen,other,*,T5 (Transporter),*,12894
2004,Mitsubishi,sedan,*,Lancer,*,12895
1997,Mercedes-Benz,sedan,*,S 500,*,12896
1997,Mercedes-Benz,crossover,*,Sprinter 212,*,12897
2013,Toyota,crossover,*,Hilux,*,12898
2002,Mercedes-Benz,vagon,*,C-Class,*,12899
2012,Toyota,crossover,*,Land Cruiser 200,*,12900
2013,Toyota,crossover,*,Land Cruiser 76,*,12901
2006,Mercedes-Benz,crossover,*,ML 280,*,12902
2009,Volkswagen,van,*,T5 (Transporter),*,12903
2006,Mitsubishi,other,*,Colt,*,12904
2001,Audi,other,*,TT,*,12906
1998,BMW,sedan,*,525,*,12908
2004,BMW,sedan,*,745,*,12909
1998,Mitsubishi,sedan,*,Galant,*,12910
2009,Renault,sedan,*,Megane,*,12911
2012,Mercedes-Benz,other,*,E-Class,*,12912
2008,Toyota,hatch,*,Auris,*,12913
2006,Renault,van,*,Kangoo,*,12914
1994,Toyota,crossover,*,Land Cruiser 80,*,12915
2009,Mercedes-Benz,other,*,CL 63 AMG,*,12916
2001,Mercedes-Benz,sedan,*,S 320,*,12917
2002,Audi,vagon,*,A6,*,12918
2013,Renault,vagon,*,Megane,*,12919
2006,Mitsubishi,sedan,*,Galant,*,12920
2016,BMW,crossover,*,X6 M,*,12921
2011,Volkswagen,other,*,T6 (Transporter) ,*,12922
1995,Toyota,sedan,*,Corolla,*,12923
2007,Audi,other,*,R8,*,12924
2002,Volkswagen,van,*,T4 (Transporter),*,12925
2016,Mercedes-Benz,crossover,*,GLE-Class,*,12926
2012,Volkswagen,hatch,*,Polo,*,12927
2015,Toyota,sedan,*,Camry,*,12928
2004,Volkswagen,van,*,T5 (Transporter),*,12929
2002,Audi,vagon,*,A6 Allroad,*,12931
2012,Toyota,sedan,*,Camry,*,12932
2008,Audi,sedan,*,A6,*,12933
2006,BMW,hatch,*,116,*,12934
1996,Audi,sedan,*,A6,*,12935
2003,Audi,other,*,A6,*,12936
2012,BMW,other,*,M6,*,12937
2005,Renault,van,*,Trafic,*,12938
2010,Mercedes-Benz,sedan,*,S 63 AMG,*,12939
2012,Renault,hatch,*,Sandero,*,12940
2009,Mercedes-Benz,other,*,C-Class,*,12941
2001,Volkswagen,vagon,*,Golf IV,*,12942
2008,Renault,sedan,*,Megane,*,12943
2011,Audi,hatch,*,A6,*,12944
2014,Mercedes-Benz,van,*,V 250,*,12945
1992,Audi,sedan,*,100,*,12946
1999,Mercedes-Benz,other,*,CLK 320,*,12947
2001,Audi,sedan,*,A6,*,12948
2005,Volkswagen,van,*,Caddy,*,12949
2013,Audi,sedan,*,A8,*,12950
2005,Renault,hatch,*,Megane,*,12952
2006,Mitsubishi,hatch,*,Colt,*,12953
2010,Mercedes-Benz,sedan,*,S 500,*,12954
2005,Mitsubishi,sedan,*,Lancer,*,12955
2010,Volkswagen,other,*,Passat CC,*,12956
2013,BMW,crossover,*,X1,*,12957
2004,BMW,sedan,*,525,*,12958
2007,Renault,van,*,Trafic,*,12959
2004,Mercedes-Benz,other,*,SLK 200,*,12960
2007,Mercedes-Benz,other,*,CLK 280,*,12961
2005,Volkswagen,other,*,Touareg,*,12962
2013,BMW,sedan,*,535,*,12963
2007,Volkswagen,hatch,*,Polo,*,12964
2014,Volkswagen,van,*,T5 (Transporter) ,*,12966
2004,Toyota,other,*,Land Cruiser Prado,*,12967
2005,Renault,van,*,Kangoo,*,12968
2011,BMW,sedan,*,535,*,12969
2006,Mitsubishi,crossover,*,Pajero Sport,*,12970
2001,Volkswagen,vagon,*,Passat B5,*,12971
2005,Renault,vagon,*,Megane,*,12972
2005,BMW,hatch,*,118,*,12973
2014,Mercedes-Benz,other,*,C-Class,*,12974
2008,Mercedes-Benz,crossover,*,ML 63 AMG,*,12975
2001,BMW,vagon,*,320,*,12976
1996,Volkswagen,hatch,*,Golf III,*,12977
1992,Mercedes-Benz,sedan,*,190,*,12978
2012,Mitsubishi,crossover,*,Outlander XL,*,12979
2005,Renault,sedan,*,Laguna,*,12980
2012,BMW,sedan,*,550,*,12981
2010,Renault,vagon,*,Clio,*,12982
2011,Mercedes-Benz,van,*,Vito,*,12983
1993,Audi,sedan,*,100,*,12984
2003,Mitsubishi,other,*,Pajero Pinin,*,12985
2010,Volkswagen,van,*,Caddy,*,12986
2013,Renault,van,*,Scenic,*,12987
2009,Mitsubishi,crossover,*,Pajero Wagon,*,12988
1997,BMW,vagon,*,525,*,12989
2008,Volkswagen,hatch,*,Polo,*,12990
2012,Mercedes-Benz,sedan,*,S 350,*,12991
2013,Volkswagen,sedan,*,Jetta,*,12992
1986,Mitsubishi,crossover,*,Pajero,*,12993
2011,Volkswagen,vagon,*,Passat B6,*,12994
2000,Volkswagen,sedan,*,Bora,*,12995
2009,Renault,vagon,*,Kangoo,*,12996
2012,Volkswagen,van,*,Touran,*,12997
2014,BMW,vagon,*,328,*,12999
2011,BMW,sedan,*,750,*,13000
2011,Volkswagen,sedan,*,Passat B7,*,13001
2007,Volkswagen,van,*,T5 (Transporter),*,13002
2014,BMW,sedan,*,328,*,13003
2006,BMW,vagon,*,530,*,13004
2008,Toyota,crossover,*,Rav 4,*,13005
2016,Mitsubishi,crossover,*,Outlander,*,13007
2005,Mercedes-Benz,sedan,*,C-Class,*,13008
2002,Toyota,crossover,*,Rav 4,*,13009
2005,BMW,sedan,*,523,*,13010
2007,Mercedes-Benz,sedan,*,C-Class,*,13011
1994,Audi,vagon,*,80,*,13012
2013,Mitsubishi,crossover,*,Pajero Wagon,*,13013
2013,Mercedes-Benz,crossover,*,GLK 220,*,13014
2013,BMW,other,*,520,*,13015
2009,Mercedes-Benz,sedan,*,E-Class,*,13016
2013,Mercedes-Benz,other,*,Vito,*,13017
2007,Mercedes-Benz,van,*,Sprinter 318,*,13018
2015,Volkswagen,sedan,*,Polo,*,13019
2013,Volkswagen,vagon,*,Golf VI,*,13020
2014,Volkswagen,sedan,*,Jetta,*,13021
2006,Mercedes-Benz,sedan,*,S 500,*,13022
2015,Mercedes-Benz,crossover,*,ML 250,*,13023
2009,Toyota,hatch,*,IQ,*,13024
2012,Mercedes-Benz,sedan,*,S 500,*,13025
2015,Audi,sedan,*,A8,*,13026
2001,Audi,vagon,*,A4,*,13027
2000,Toyota,other,*,Celica,*,13028
2006,Volkswagen,crossover,*,Touareg,*,13029
1969,Mercedes-Benz,sedan,*,S 280,*,13030
2013,BMW,sedan,*,5 Series GT,*,13031
1990,BMW,sedan,*,520,*,13032
2007,Mercedes-Benz,sedan,*,S 320,*,13033
2012,Renault,vagon,*,Clio,*,13034
2010,BMW,other,*,5 Series GT,*,13035
1997,Volkswagen,van,*,T4 (Transporter),*,13036
2011,Renault,hatch,*,Megane,*,13037
1987,Volkswagen,hatch,*,Golf II,*,13038
2000,BMW,other,*,740,*,13039
2006,Toyota,hatch,*,Yaris,*,13040
2007,Volkswagen,other,*,T5 (Transporter),*,13041
1993,Toyota,crossover,*,Land Cruiser 80,*,13042
2009,Mercedes-Benz,crossover,*,ML 320,*,13043
1994,Audi,sedan,*,S4,*,13044
2001,Mercedes-Benz,sedan,*,CLK 430,*,13045
2013,BMW,crossover,*,X5 M,*,13046
2006,Volkswagen,sedan,*,Passat B5,*,13047
2012,Audi,hatch,*,A1,*,13048
2012,Toyota,crossover,*,Rav 4,*,13049
2014,Mercedes-Benz,sedan,*,S 500,*,13050
1994,BMW,sedan,*,730,*,13051
1995,Mercedes-Benz,vagon,*,E-Class,*,13053
1988,Mercedes-Benz,sedan,*,300,*,13054
2003,Toyota,sedan,*,Avensis,*,13056
2014,Mitsubishi,crossover,*,Outlander XL,*,13057
2007,Volkswagen,sedan,*,Jetta,*,13058
2011,BMW,sedan,*,528,*,13059
2007,Mercedes-Benz,other,*,Vito,*,13060
2003,BMW,sedan,*,320,*,13061
2008,Audi,crossover,*,Q7,*,13062
1997,Toyota,crossover,*,Land Cruiser 80,*,13063
2006,Toyota,other,*,Camry,*,13064
2007,Volkswagen,van,*,Sharan,*,13065
2013,Audi,crossover,*,A6,*,13067
1984,Volkswagen,sedan,*,Jetta,*,13068
2011,Renault,sedan,*,Fluence,*,13069
2011,Audi,sedan,*,A6,*,13070
2011,Audi,vagon,*,A6,*,13071
2004,BMW,hatch,*,1 Series,*,13072
2011,Volkswagen,van,*,Caravelle,*,13073
2011,Volkswagen,van,*,Caddy,*,13074
2004,Volkswagen,sedan,*,Bora,*,13075
2003,Volkswagen,hatch,*,Golf IV,*,13076
2008,Mercedes-Benz,other,*,Vito,*,13077
2006,Mitsubishi,vagon,*,Grandis,*,13078
2011,BMW,sedan,*,520,*,13079
2011,Toyota,sedan,*,Avensis,*,13080
1998,Volkswagen,other,*,T4 (Transporter),*,13082
2013,Toyota,other,*,Tundra,*,13083
2003,Mercedes-Benz,other,*,Vito,*,13084
2009,BMW,crossover,*,X6,*,13085
1992,BMW,sedan,*,525,*,13086
2012,Mercedes-Benz,van,*,B 180,*,13087
2006,Mercedes-Benz,crossover,*,G 500,*,13088
2006,Toyota,crossover,*,Land Cruiser Prado,*,13089
2013,Audi,sedan,*,A6,*,13091
2005,Volkswagen,vagon,*,Passat B6,*,13092
2004,Mercedes-Benz,crossover,*,ML 350,*,13094
2005,Volkswagen,sedan,*,Passat B5,*,13095
2011,Mercedes-Benz,sedan,*,S 500,*,13096
1992,Volkswagen,van,*,T4 (Transporter),*,13097
1998,Mercedes-Benz,van,*,Sprinter 312,*,13098
2013,Mercedes-Benz,crossover,*,GL 350,*,13099
2001,Mercedes-Benz,other,*,Vito,*,13100
2008,Mercedes-Benz,sedan,*,C-Class,*,13101
2005,BMW,crossover,*,X3,*,13102
2016,Audi,sedan,*,A3,*,13103
2006,Audi,vagon,*,A4,*,13105
2007,Toyota,other,*,Hilux,*,13106
2010,Mercedes-Benz,crossover,*,ML 350,*,13107
2008,Volkswagen,hatch,*,Golf V,*,13109
2016,Audi,sedan,*,Q3,*,13112
2013,Renault,van,*,Trafic,*,13113
2010,Mercedes-Benz,van,*,Vito,*,13114
2013,Renault,vagon,*,Laguna,*,13115
2011,Volkswagen,van,*,T6 (Transporter) ,*,13117
2013,Audi,crossover,*,Q5,*,13118
2007,Volkswagen,sedan,*,Multivan,*,13119
1999,Mercedes-Benz,other,*,Vito,*,13120
1999,BMW,sedan,*,730,*,13121
2012,Toyota,crossover,*,Venza,*,13122
2009,Audi,crossover,*,Q7,*,13123
2010,Mercedes-Benz,crossover,*,GL 450,*,13124
2006,Renault,sedan,*,Logan,*,13125
2012,Volkswagen,crossover,*,Touareg,*,13126
2012,BMW,vagon,*,X1,*,13127
2005,Volkswagen,hatch,*,Golf V,*,13128
2012,Volkswagen,vagon,*,Golf VI,*,13130
1998,Mercedes-Benz,sedan,*,S 500,*,13131
2007,Volkswagen,van,*,Caddy,*,13132
2013,Renault,hatch,*,Sandero,*,13133
2016,Mercedes-Benz,other,*,S 400,*,13134
2000,BMW,sedan,*,520,*,13135
2008,Renault,van,*,Grand Scenic,*,13136
2013,Mercedes-Benz,crossover,*,ML 350,*,13137
2011,Volkswagen,sedan,*,Phaeton,*,13138
2006,Renault,vagon,*,Kangoo,*,13139
2009,Toyota,other,*,Camry,*,13140
2006,Volkswagen,van,*,Caddy,*,13141
2008,Audi,vagon,*,A6,*,13142
2012,Renault,van,*,Scenic,*,13143
2009,Mercedes-Benz,other,*,Vito,*,13144
2014,BMW,sedan,*,550,*,13145
2011,Renault,van,*,Kangoo,*,13146
2003,Toyota,other,*,Rav 4,*,13147
2008,Renault,vagon,*,Kangoo,*,13148
1978,Mercedes-Benz,sedan,*,E-Class,*,13149
2014,Volkswagen,crossover,*,Touareg,*,13150
2012,Mitsubishi,crossover,*,ASX,*,13151
2000,Volkswagen,van,*,T4 (Transporter),*,13152
2014,Renault,other,*,Kangoo,*,13153
2007,BMW,sedan,*,730,*,13154
2012,Mercedes-Benz,sedan,*,CLS 350,*,13155
2007,Toyota,van,*,Sienna,*,13156
2016,Mercedes-Benz,van,*,Vito,*,13157
2003,Volkswagen,other,*,T4 (Transporter) ,*,13158
2012,Renault,vagon,*,Laguna,*,13159
2011,BMW,sedan,*,523,*,13160
2008,Mercedes-Benz,hatch,*,B 200,*,13161
2015,Audi,crossover,*,Q7,*,13162
2004,Volkswagen,hatch,*,Polo,*,13163
2003,Mercedes-Benz,van,*,Vito,*,13164
2011,Volkswagen,other,*,Caddy,*,13165
1993,Volkswagen,sedan,*,Vento,*,13166
2000,BMW,vagon,*,520,*,13167
2007,Renault,sedan,*,Kangoo,*,13168
2007,Audi,sedan,*,A4,*,13169
1997,BMW,sedan,*,520,*,13170
2013,Volkswagen,sedan,*,Polo,*,13171
1986,Volkswagen,hatch,*,Golf II,*,13172
2013,Mitsubishi,crossover,*,Outlander,*,13173
2016,Audi,crossover,*,Q7,*,13175
1993,Volkswagen,other,*,T4 (Transporter),*,13176
2006,Volkswagen,other,*,Touran,*,13177
1999,Mercedes-Benz,sedan,*,E-Class,*,13178
1997,BMW,other,*,323,*,13180
2007,BMW,hatch,*,118,*,13181
2012,BMW,sedan,*,520,*,13182
2010,Mercedes-Benz,sedan,*,S 550,*,13183
2008,Mercedes-Benz,other,*,ML 63 AMG,*,13184
2012,Audi,sedan,*,A4,*,13185
2001,BMW,sedan,*,740,*,13186
1988,BMW,sedan,*,524,*,13187
2005,BMW,other,*,645,*,13188
2014,Audi,crossover,*,Q7,*,13189
1999,BMW,sedan,*,735,*,13190
2000,BMW,sedan,*,320,*,13192
2011,Audi,other,*,TT,*,13193
1987,Volkswagen,other,*,Jetta,*,13194
2011,Audi,crossover,*,Q5,*,13195
1997,Volkswagen,sedan,*,Passat B5,*,13197
2013,Toyota,crossover,*,Highlander,*,13198
2016,BMW,crossover,*,X6,*,13199
1999,Toyota,sedan,*,Camry,*,13200
2010,Audi,other,*,Q7,*,13201
2000,Audi,sedan,*,A8,*,13202
2007,Renault,sedan,*,Megane,*,13203
2005,Audi,sedan,*,A6,*,13204
1986,Volkswagen,vagon,*,Passat B2,*,13205
1994,Toyota,hatch,*,Corolla,*,13206
2011,Mitsubishi,crossover,*,Pajero Wagon,*,13207
2013,Audi,vagon,*,A4 Allroad,*,13208
2014,Mercedes-Benz,other,*,S 500,*,13209
2002,Mitsubishi,crossover,*,Pajero Sport,*,13210
2012,Volkswagen,hatch,*,Golf VI,*,13211
1999,Mercedes-Benz,sedan,*,C-Class,*,13212
2012,Volkswagen,sedan,*,Polo,*,13213
2006,Toyota,crossover,*,Rav 4,*,13214
2001,Toyota,sedan,*,Avensis,*,13215
2009,Audi,vagon,*,A6 Allroad,*,13216
2011,Volkswagen,crossover,*,Amarok,*,13217
2001,Audi,sedan,*,A8,*,13218
1999,BMW,sedan,*,530,*,13219
2016,Renault,sedan,*,Logan,*,13221
2007,Volkswagen,van,*,T6 (Transporter),*,13222
2007,Toyota,hatch,*,Corolla,*,13223
2012,Renault,vagon,*,Kangoo,*,13224
2004,Mercedes-Benz,hatch,*,A 140,*,13225
2009,Renault,vagon,*,Megane,*,13226
1996,Mercedes-Benz,sedan,*,S 500,*,13227
2008,Mercedes-Benz,vagon,*,E-Class,*,13228
1997,Volkswagen,hatch,*,Golf III,*,13229
2014,BMW,crossover,*,X1,*,13230
1988,Toyota,other,*,Corolla,*,13231
2016,BMW,sedan,*,520,*,13232
2006,Renault,van,*,Trafic,*,13233
2007,Mitsubishi,crossover,*,Outlander XL,*,13234
2008,Renault,other,*,Trafic,*,13235
2012,Volkswagen,other,*,T6 (Transporter) ,*,13236
2007,Renault,van,*,Megane,*,13237
2004,Mitsubishi,crossover,*,Outlander,*,13238
2011,Audi,hatch,*,A3,*,13239
2010,Volkswagen,other,*,Caddy,*,13240
2005,Audi,vagon,*,A6,*,13241
2010,Renault,vagon,*,Logan,*,13243
1999,Volkswagen,other,*,T4 (Transporter),*,13244
2001,Volkswagen,van,*,T4 (Transporter) ,*,13245
2005,Mercedes-Benz,van,*,Viano,*,13246
1997,BMW,sedan,*,528,*,13247
2008,Mercedes-Benz,other,*,E-Class,*,13248
2010,Mercedes-Benz,sedan,*,S 350,*,13249
2008,Audi,sedan,*,A4,*,13250
2012,Mercedes-Benz,crossover,*,GLK 220,*,13251
2000,Volkswagen,sedan,*,Passat B5,*,13252
2010,BMW,other,*,X5,*,13253
2011,Renault,sedan,*,Latitude,*,13254
2006,Mercedes-Benz,sedan,*,CLS 350,*,13255
2014,BMW,sedan,*,M5,*,13256
1997,Audi,sedan,*,A8,*,13257
2013,Renault,sedan,*,Symbol,*,13258
2004,Audi,other,*,A8,*,13259
2014,BMW,sedan,*,750,*,13261
1998,Mercedes-Benz,sedan,*,C-Class,*,13262
1987,BMW,sedan,*,318,*,13263
2006,Volkswagen,other,*,Caddy,*,13264
2016,Mitsubishi,crossover,*,Pajero Sport,*,13265
2011,Volkswagen,vagon,*,Golf Variant,*,13266
1999,Volkswagen,sedan,*,Bora,*,13267
1999,Mercedes-Benz,hatch,*,A 140,*,13268
2002,Audi,sedan,*,A6,*,13269
2003,Volkswagen,sedan,*,Bora,*,13270
1991,Mercedes-Benz,sedan,*,S 320,*,13271
2011,Mitsubishi,other,*,ASX,*,13272
2014,Mercedes-Benz,sedan,*,CLA 200,*,13273
2011,Volkswagen,crossover,*,Touareg,*,13274
2010,Audi,hatch,*,A3,*,13276
2005,Volkswagen,vagon,*,Passat B5,*,13277
2005,Mitsubishi,vagon,*,Space Star,*,13278
2016,Volkswagen,sedan,*,Passat B8,*,13279
2014,Toyota,crossover,*,Rav 4,*,13280
1992,BMW,sedan,*,520,*,13281
1988,Mercedes-Benz,sedan,*,230,*,13282
2016,BMW,crossover,*,X1,*,13283
2005,Renault,hatch,*,Laguna,*,13284
2004,Volkswagen,sedan,*,Passat B5,*,13285
2006,Mercedes-Benz,other,*,Sprinter 313,*,13286
2013,Toyota,sedan,*,Camry,*,13287
1991,Volkswagen,sedan,*,Jetta,*,13288
2014,Audi,hatch,*,A7,*,13289
2006,Toyota,van,*,Previa,*,13290
1993,Volkswagen,hatch,*,Golf III,*,13291
2008,Mitsubishi,other,*,Pajero Wagon,*,13292
2000,Mercedes-Benz,crossover,*,G 500,*,13293
1996,Mercedes-Benz,sedan,*,E-Class,*,13294
2004,Audi,sedan,*,A6,*,13296
2015,BMW,crossover,*,X5,*,13297
1996,Audi,vagon,*,A4,*,13298
1995,Mercedes-Benz,sedan,*,E-Class,*,13299
1989,Mercedes-Benz,sedan,*,E-Class,*,13300
2000,Volkswagen,hatch,*,Beetle,*,13301
2007,Mercedes-Benz,crossover,*,ML 350,*,13302
1997,Renault,hatch,*,Laguna,*,13303
2007,Volkswagen,other,*,Caddy,*,13304
2001,Mitsubishi,crossover,*,Pajero,*,13305
2010,Volkswagen,van,*,T5 (Transporter),*,13306
2007,Mercedes-Benz,crossover,*,GL 450,*,13307
2005,Mercedes-Benz,other,*,Sprinter 311,*,13308
1996,Mercedes-Benz,van,*,Vito,*,13309
2012,Audi,sedan,*,A6,*,13310
2008,Volkswagen,hatch,*,Golf Plus,*,13311
2014,Audi,crossover,*,Q5,*,13312
2012,Renault,other,*,Trafic,*,13313
2000,BMW,vagon,*,320,*,13315
2007,Mercedes-Benz,hatch,*,A 150,*,13316
2000,Mercedes-Benz,hatch,*,A 160,*,13317
1999,BMW,vagon,*,525,*,13318
2000,Mercedes-Benz,vagon,*,E-Class,*,13319
2014,Audi,sedan,*,A4,*,13320
2002,Mitsubishi,other,*,Lancer,*,13321
